indications
ป้องกันการเกิด ติดเชื้อทางเดินหายใจ
รักษาและป้องกัน ไข้เลือดออก
รักษาและป้องกัน ไข้เลือดออก
บรรเทาอาการของ ท้องเสีย
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้สำหรับรักษา อาการแพ้
ป้องกันการเกิด ไข้หวัด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไขมันในเลือดสูง
ใช้เมื่อมีอาการ อาการแพ้
รักษาและป้องกัน ไขมันในเลือดสูง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง แผลในกระเพาะอาหาร
บรรเทาอาการของ คลื่นไส้อาเจียน
รักษาอาการ อาการแพ้
ใช้เมื่อมีอาการ ภูมิแพ้
ใช้สำหรับรักษา ปวดข้อ
ใช้เมื่อมีอาการ ติดเชื้อแบคทีเรีย
ใช้เมื่อมีอาการ โรคหืด
ใช้ในการบำบัด เบาหวาน
ใช้สำหรับรักษา แผลในกระเพาะอาหาร
ใช้เมื่อมีอาการ โรคหืด
รักษาอาการ โรคกระเพาะ
บรรเทาอาการของ ภูมิแพ้
ใช้ในการบำบัด โรคผิวหนัง
รักษาอาการ ภูมิแพ้
ป้องกันการเกิด เจ็บคอ
รักษาอาการ ท้องเสีย
ช่วยลดความเสี่ยงของ ท้องผูก
ช่วยลดความเสี่ยงของ ภูมิแพ้
ใช้เมื่อมีอาการ ตาแดง
ใช้ในการบำบัด การติดเชื้อในระบบทางเดินปัสสาวะ
สำหรับผู้ป่วยที่มีอาการ คลื่นไส้อาเจียน
ช่วยลดความเสี่ยงของ ไข้หวัด
ใช้สำหรับรักษา ไอ
ใช้เมื่อมีอาการ คลื่นไส้อาเจียน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ฟันผุ
ป้องกันการเกิด การอักเสบ
รักษาและป้องกัน สิว
ใช้ในการบำบัด การติดเชื้อในระบบทางเดินปัสสาวะ
บรรเทาอาการของ ไขมันในเลือดสูง
รักษาและป้องกัน ปวดศีรษะ
บรรเทาอาการของ อาการเวียนศีรษะ
ป้องกันการเกิด ติดเชื้อทางเดินหายใจ
สำหรับผู้ป่วยที่มีอาการ ความดันโลหิตสูง
รักษาและป้องกัน ฟันผุ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ท้องเสีย
สำหรับผู้ป่วยที่มีอาการ เบาหวาน
ใช้ในการบำบัด เหงือกอักเสบ
รักษาและป้องกัน สิว
บรรเทาอาการของ คลื่นไส้อาเจียน
บรรเทาอาการของ อาการเวียนศีรษะ
ใช้ในการบำบัด ติดเชื้อแบคทีเรีย
รักษาและป้องกัน คลื่นไส้อาเจียน
ใช้สำหรับรักษา โรคหืด
สำหรับผู้ป่วยที่มีอาการ สิว
รักษาอาการ ติดเชื้อทางเดินหายใจ
ช่วยลดความเสี่ยงของ โรคผิวหนัง
รักษาและป้องกัน ฟันผุ
ใช้เมื่อมีอาการ ภูมิแพ้
บรรเทาอาการของ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้เมื่อมีอาการ ฟันผุ
ใช้สำหรับรักษา การติดเชื้อในระบบทางเดินปัสสาวะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ปวดศีรษะ
รักษาอาการ โรคผิวหนัง
ป้องกันการเกิด เบาหวาน
ช่วยลดความเสี่ยงของ เบาหวาน
รักษาอาการ คลื่นไส้อาเจียน
บรรเทาอาการของ ติดเชื้อแบคทีเรีย
รักษาอาการ สิว
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
สำหรับผู้ป่วยที่มีอาการ โรคหืด
รักษาอาการ ท้องเสีย
รักษาและป้องกัน สิว
รักษาอาการ ท้องผูก
ใช้ในการบำบัด ไข้เลือดออก
ใช้เมื่อมีอาการ เหงือกอักเสบ
ช่วยลดความเสี่ยงของ การอักเสบ
รักษาอาการ ท้องผูก
รักษาและป้องกัน ภูมิแพ้
สำหรับผู้ป่วยที่มีอาการ แผลเรื้อรัง
รักษาอาการ ไข้เลือดออก
ป้องกันการเกิด โรคหืด
สำหรับผู้ป่วยที่มีอาการ โรคกระเพาะ
ใช้สำหรับรักษา คลื่นไส้อาเจียน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไมเกรน
ป้องกันการเกิด อาการเวียนศีรษะ
ป้องกันการเกิด โรคผิวหนัง
ป้องกันการเกิด โรคกระเพาะ
ป้องกันการเกิด คลื่นไส้อาเจียน
ช่วยลดความเสี่ยงของ โรคผิวหนัง
บรรเทาอาการของ ไขมันในเลือดสูง
สำหรับผู้ป่วยที่มีอาการ ปวดศีรษะ
ใช้สำหรับรักษา ท้องเสีย
ใช้สำหรับรักษา อาการแพ้
รักษาและป้องกัน อาการเวียนศีรษะ
ใช้ในการบำบัด ติดเชื้อแบคทีเรีย
บรรเทาอาการของ อาการแพ้
ใช้เมื่อมีอาการ คลื่นไส้อาเจียน
ใช้ในการบำบัด ความดันโลหิตสูง
รักษาอาการ แผลเรื้อรัง
ป้องกันการเกิด เบื่ออาหาร
รักษาและป้องกัน โรคผิวหนัง
ป้องกันการเกิด ติดเชื้อทางเดินหายใจ
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
ป้องกันการเกิด ปวดข้อ
ใช้ในการบำบัด ปวดศีรษะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง โรคกระเพาะ
ใช้สำหรับรักษา ความดันโลหิตสูง
บรรเทาอาการของ เหงือกอักเสบ
ใช้เมื่อมีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ป้องกันการเกิด โรคหืด
บรรเทาอาการของ ภูมิแพ้
ใช้ในการบำบัด โรคกระเพาะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไขมันในเลือดสูง
ป้องกันการเกิด เบาหวาน
รักษาและป้องกัน การอักเสบ
สำหรับผู้ป่วยที่มีอาการ สิว
สำหรับผู้ป่วยที่มีอาการ ท้องผูก
ใช้ในการบำบัด ติดเชื้อแบคทีเรีย
ใช้เมื่อมีอาการ อาการเวียนศีรษะ
ช่วยลดความเสี่ยงของ ไข้หวัด
ใช้ในการบำบัด ปวดข้อ
ป้องกันการเกิด ไอ
บรรเทาอาการของ โรคหืด
ป้องกันการเกิด สิว
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ท้องเสีย
รักษาอาการ ท้องผูก
สำหรับผู้ป่วยที่มีอาการ สิว
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง โรคผิวหนัง
บรรเทาอาการของ ไมเกรน
สำหรับผู้ป่วยที่มีอาการ ฟันผุ
ช่วยลดความเสี่ยงของ ไขมันในเลือดสูง
สำหรับผู้ป่วยที่มีอาการ อาการแพ้
ป้องกันการเกิด ปวดข้อ
รักษาอาการ ปวดศีรษะ
ใช้ในการบำบัด การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้สำหรับรักษา ฟันผุ
ช่วยลดความเสี่ยงของ ความดันโลหิตสูง
ช่วยลดความเสี่ยงของ ภูมิแพ้
บรรเทาอาการของ แผลเรื้อรัง
บรรเทาอาการของ อาการเวียนศีรษะ
สำหรับผู้ป่วยที่มีอาการ แผลในกระเพาะอาหาร
รักษาและป้องกัน ไข้หวัด
ใช้สำหรับรักษา แผลเรื้อรัง
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อทางเดินหายใจ
บรรเทาอาการของ การติดเชื้อในระบบทางเดินปัสสาวะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง โรคกระเพาะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง อาการแพ้
ช่วยลดความเสี่ยงของ ตาแดง
ใช้เมื่อมีอาการ ปวดศีรษะ
ช่วยลดความเสี่ยงของ เบาหวาน
บรรเทาอาการของ ปวดศีรษะ
ช่วยลดความเสี่ยงของ ไมเกรน
สำหรับผู้ป่วยที่มีอาการ อาการแพ้
ช่วยลดความเสี่ยงของ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้สำหรับรักษา ติดเชื้อทางเดินหายใจ
ใช้สำหรับรักษา ติดเชื้อแบคทีเรีย
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เบื่ออาหาร
ใช้ในการบำบัด เบาหวาน
ใช้สำหรับรักษา ไขมันในเลือดสูง
ใช้สำหรับรักษา ไข้เลือดออก
รักษาอาการ ติดเชื้อทางเดินหายใจ
ป้องกันการเกิด ไขมันในเลือดสูง
รักษาอาการ ท้องเสีย
ใช้สำหรับรักษา ติดเชื้อทางเดินหายใจ
ช่วยลดความเสี่ยงของ ท้องผูก
รักษาและป้องกัน ติดเชื้อทางเดินหายใจ
ใช้สำหรับรักษา คลื่นไส้อาเจียน
ป้องกันการเกิด การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้เมื่อมีอาการ สิว
ป้องกันการเกิด ท้องเสีย
รักษาและป้องกัน เหงือกอักเสบ
รักษาอาการ ปวดศีรษะ
รักษาและป้องกัน ปวดข้อ
ป้องกันการเกิด ไอ
สำหรับผู้ป่วยที่มีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
สำหรับผู้ป่วยที่มีอาการ ตาแดง
ใช้เมื่อมีอาการ ตาแดง
รักษาอาการ ปวดศีรษะ
ใช้ในการบำบัด ปวดศีรษะ
ใช้เมื่อมีอาการ เจ็บคอ
บรรเทาอาการของ ตาแดง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไอ
ช่วยลดความเสี่ยงของ ติดเชื้อทางเดินหายใจ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ตาแดง
ช่วยลดความเสี่ยงของ โรคหืด
บรรเทาอาการของ เจ็บคอ
ใช้สำหรับรักษา ตาแดง
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อแบคทีเรีย
สำหรับผู้ป่วยที่มีอาการ โรคหืด
สำหรับผู้ป่วยที่มีอาการ ไมเกรน
บรรเทาอาการของ ท้องเสีย
รักษาและป้องกัน การติดเชื้อในระบบทางเดินปัสสาวะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เบื่ออาหาร
บรรเทาอาการของ ไข้หวัด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เบื่ออาหาร
ใช้เมื่อมีอาการ โรคผิวหนัง
รักษาอาการ ปวดศีรษะ
ใช้สำหรับรักษา ปวดศีรษะ
ช่วยลดความเสี่ยงของ การติดเชื้อในระบบทางเดินปัสสาวะ
บรรเทาอาการของ ท้องผูก
ช่วยลดความเสี่ยงของ ฟันผุ
ใช้สำหรับรักษา สิว
บรรเทาอาการของ ไมเกรน
บรรเทาอาการของ ปวดศีรษะ
ช่วยลดความเสี่ยงของ ปวดศีรษะ
ใช้เมื่อมีอาการ อาการเวียนศีรษะ
ช่วยลดความเสี่ยงของ ความดันโลหิตสูง
ป้องกันการเกิด เหงือกอักเสบ
ใช้สำหรับรักษา การอักเสบ
รักษาอาการ โรคกระเพาะ
ช่วยลดความเสี่ยงของ โรคผิวหนัง
สำหรับผู้ป่วยที่มีอาการ การอักเสบ
ใช้สำหรับรักษา ปวดข้อ
รักษาอาการ ติดเชื้อแบคทีเรีย
รักษาอาการ ปวดข้อ
รักษาอาการ ติดเชื้อทางเดินหายใจ
ช่วยลดความเสี่ยงของ อาการเวียนศีรษะ
ช่วยลดความเสี่ยงของ โรคหืด
ใช้ในการบำบัด แผลในกระเพาะอาหาร
รักษาและป้องกัน ไมเกรน
รักษาอาการ เจ็บคอ
ใช้สำหรับรักษา ปวดศีรษะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไข้หวัด
บรรเทาอาการของ ติดเชื้อแบคทีเรีย
สำหรับผู้ป่วยที่มีอาการ เหงือกอักเสบ
ป้องกันการเกิด ภูมิแพ้
ใช้เมื่อมีอาการ โรคกระเพาะ
รักษาอาการ ฟันผุ
ใช้เมื่อมีอาการ เบาหวาน
ใช้สำหรับรักษา โรคกระเพาะ
ป้องกันการเกิด ปวดศีรษะ
สำหรับผู้ป่วยที่มีอาการ สิว
ใช้ในการบำบัด คลื่นไส้อาเจียน
ใช้เมื่อมีอาการ สิว
รักษาและป้องกัน ความดันโลหิตสูง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง อาการเวียนศีรษะ
บรรเทาอาการของ เบื่ออาหาร
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อทางเดินหายใจ
บรรเทาอาการของ ฟันผุ
ป้องกันการเกิด อาการเวียนศีรษะ
บรรเทาอาการของ ไมเกรน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไอ
บรรเทาอาการของ ภูมิแพ้
บรรเทาอาการของ โรคผิวหนัง
ใช้ในการบำบัด โรคกระเพาะ
ใช้สำหรับรักษา เบื่ออาหาร
สำหรับผู้ป่วยที่มีอาการ ไข้หวัด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ภูมิแพ้
ใช้สำหรับรักษา เบื่ออาหาร
ป้องกันการเกิด อาการเวียนศีรษะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง สิว
รักษาอาการ โรคกระเพาะ
รักษาและป้องกัน ท้องเสีย
รักษาอาการ โรคหืด
ใช้สำหรับรักษา เหงือกอักเสบ
ใช้สำหรับรักษา ติดเชื้อแบคทีเรีย
บรรเทาอาการของ ไอ
สำหรับผู้ป่วยที่มีอาการ เหงือกอักเสบ
ใช้ในการบำบัด ติดเชื้อแบคทีเรีย
ป้องกันการเกิด อาการแพ้
ใช้ในการบำบัด ตาแดง
สำหรับผู้ป่วยที่มีอาการ เบาหวาน
รักษาอาการ เบื่ออาหาร
ใช้ในการบำบัด อาการแพ้
รักษาอาการ เหงือกอักเสบ
รักษาและป้องกัน ติดเชื้อทางเดินหายใจ
ใช้ในการบำบัด ติดเชื้อทางเดินหายใจ
สำหรับผู้ป่วยที่มีอาการ แผลเรื้อรัง
รักษาอาการ เจ็บคอ
สำหรับผู้ป่วยที่มีอาการ แผลเรื้อรัง
ช่วยลดความเสี่ยงของ ไข้หวัด
บรรเทาอาการของ แผลเรื้อรัง
บรรเทาอาการของ เจ็บคอ
บรรเทาอาการของ ฟันผุ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เหงือกอักเสบ
รักษาอาการ ไข้เลือดออก
ใช้สำหรับรักษา โรคหืด
ช่วยลดความเสี่ยงของ ปวดศีรษะ
ใช้ในการบำบัด เจ็บคอ
สำหรับผู้ป่วยที่มีอาการ โรคหืด
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อทางเดินหายใจ
ช่วยลดความเสี่ยงของ แผลเรื้อรัง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ปวดข้อ
ใช้ในการบำบัด ท้องผูก
ใช้ในการบำบัด ท้องผูก
สำหรับผู้ป่วยที่มีอาการ ไมเกรน
ใช้สำหรับรักษา ฟันผุ
รักษาและป้องกัน โรคหืด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง แผลในกระเพาะอาหาร
ช่วยลดความเสี่ยงของ แผลเรื้อรัง
รักษาอาการ ปวดศีรษะ
ใช้สำหรับรักษา ปวดข้อ
ใช้เมื่อมีอาการ ท้องเสีย
รักษาอาการ ฟันผุ
รักษาและป้องกัน ความดันโลหิตสูง
บรรเทาอาการของ ไขมันในเลือดสูง
ใช้สำหรับรักษา ไข้หวัด
ใช้สำหรับรักษา ติดเชื้อแบคทีเรีย
ใช้เมื่อมีอาการ ตาแดง
ใช้สำหรับรักษา ไข้หวัด
บรรเทาอาการของ ฟันผุ
ป้องกันการเกิด ติดเชื้อทางเดินหายใจ
บรรเทาอาการของ คลื่นไส้อาเจียน
ใช้เมื่อมีอาการ อาการแพ้
สำหรับผู้ป่วยที่มีอาการ ความดันโลหิตสูง
บรรเทาอาการของ แผลเรื้อรัง
ป้องกันการเกิด ไอ
ใช้สำหรับรักษา ติดเชื้อแบคทีเรีย
รักษาและป้องกัน ไอ
ใช้ในการบำบัด อาการเวียนศีรษะ
รักษาและป้องกัน คลื่นไส้อาเจียน
ช่วยลดความเสี่ยงของ โรคหืด
ใช้เมื่อมีอาการ ตาแดง
สำหรับผู้ป่วยที่มีอาการ เจ็บคอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง การติดเชื้อในระบบทางเดินปัสสาวะ
สำหรับผู้ป่วยที่มีอาการ การอักเสบ
รักษาและป้องกัน เหงือกอักเสบ
ใช้ในการบำบัด แผลในกระเพาะอาหาร
ช่วยลดความเสี่ยงของ การอักเสบ
ช่วยลดความเสี่ยงของ โรคกระเพาะ
สำหรับผู้ป่วยที่มีอาการ คลื่นไส้อาเจียน
สำหรับผู้ป่วยที่มีอาการ การอักเสบ
ใช้ในการบำบัด สิว
บรรเทาอาการของ อาการแพ้
ป้องกันการเกิด การติดเชื้อในระบบทางเดินปัสสาวะ
ป้องกันการเกิด คลื่นไส้อาเจียน
รักษาอาการ ภูมิแพ้
ใช้เมื่อมีอาการ ท้องผูก
ใช้เมื่อมีอาการ ติดเชื้อแบคทีเรีย
รักษาอาการ ติดเชื้อทางเดินหายใจ
รักษาอาการ แผลเรื้อรัง
ป้องกันการเกิด คลื่นไส้อาเจียน
รักษาและป้องกัน การติดเชื้อในระบบทางเดินปัสสาวะ
บรรเทาอาการของ การอักเสบ
รักษาและป้องกัน สิว
ช่วยลดความเสี่ยงของ ตาแดง
ใช้เมื่อมีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้เมื่อมีอาการ อาการแพ้
ใช้ในการบำบัด ปวดศีรษะ
ช่วยลดความเสี่ยงของ ปวดศีรษะ
สำหรับผู้ป่วยที่มีอาการ ไขมันในเลือดสูง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง คลื่นไส้อาเจียน
ใช้สำหรับรักษา โรคผิวหนัง
ป้องกันการเกิด ท้องผูก
ป้องกันการเกิด ตาแดง
ใช้เมื่อมีอาการ อาการแพ้
บรรเทาอาการของ การอักเสบ
สำหรับผู้ป่วยที่มีอาการ แผลเรื้อรัง
ช่วยลดความเสี่ยงของ อาการแพ้
รักษาอาการ ท้องเสีย
ป้องกันการเกิด เหงือกอักเสบ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ท้องเสีย
ใช้เมื่อมีอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้ในการบำบัด เบื่ออาหาร
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เจ็บคอ
สำหรับผู้ป่วยที่มีอาการ แผลในกระเพาะอาหาร
ใช้เมื่อมีอาการ ไอ
ใช้เมื่อมีอาการ โรคผิวหนัง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง โรคหืด
ป้องกันการเกิด เหงือกอักเสบ
ช่วยลดความเสี่ยงของ เบาหวาน
สำหรับผู้ป่วยที่มีอาการ ภูมิแพ้
ใช้เมื่อมีอาการ ไข้หวัด
ใช้ในการบำบัด ไข้เลือดออก
ใช้สำหรับรักษา ฟันผุ
ป้องกันการเกิด โรคหืด
บรรเทาอาการของ คลื่นไส้อาเจียน
ใช้สำหรับรักษา เจ็บคอ
รักษาและป้องกัน ไมเกรน
สำหรับผู้ป่วยที่มีอาการ ฟันผุ
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อทางเดินหายใจ
รักษาอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
ช่วยลดความเสี่ยงของ โรคหืด
ใช้เมื่อมีอาการ ติดเชื้อแบคทีเรีย
ป้องกันการเกิด เบื่ออาหาร
ใช้สำหรับรักษา โรคหืด
ใช้เมื่อมีอาการ เบื่ออาหาร
ใช้เมื่อมีอาการ ภูมิแพ้
ป้องกันการเกิด การติดเชื้อในระบบทางเดินปัสสาวะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง แผลในกระเพาะอาหาร
ใช้เมื่อมีอาการ ตาแดง
ป้องกันการเกิด สิว
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไมเกรน
บรรเทาอาการของ ความดันโลหิตสูง
ช่วยลดความเสี่ยงของ โรคกระเพาะ
ป้องกันการเกิด แผลเรื้อรัง
ช่วยลดความเสี่ยงของ ปวดศีรษะ
ใช้สำหรับรักษา ตาแดง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไมเกรน
รักษาและป้องกัน ไข้หวัด
รักษาอาการ ไข้หวัด
รักษาและป้องกัน ความดันโลหิตสูง
รักษาอาการ เบื่ออาหาร
ป้องกันการเกิด คลื่นไส้อาเจียน
ใช้ในการบำบัด การติดเชื้อในระบบทางเดินปัสสาวะ
ช่วยลดความเสี่ยงของ ติดเชื้อแบคทีเรีย
รักษาอาการ ไมเกรน
ใช้ในการบำบัด เบื่ออาหาร
รักษาอาการ ท้องเสีย
ใช้สำหรับรักษา ท้องผูก
ใช้ในการบำบัด ฟันผุ
ใช้สำหรับรักษา สิว
ใช้ในการบำบัด โรคหืด
ใช้สำหรับรักษา ท้องเสีย
บรรเทาอาการของ ฟันผุ
รักษาอาการ ภูมิแพ้
บรรเทาอาการของ ตาแดง
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ตาแดง
สำหรับผู้ป่วยที่มีอาการ แผลเรื้อรัง
สำหรับผู้ป่วยที่มีอาการ เจ็บคอ
รักษาและป้องกัน ไมเกรน
ป้องกันการเกิด สิว
ใช้สำหรับรักษา เบาหวาน
สำหรับผู้ป่วยที่มีอาการ เบาหวาน
ใช้สำหรับรักษา อาการเวียนศีรษะ
รักษาอาการ การอักเสบ
ใช้สำหรับรักษา ไขมันในเลือดสูง
ช่วยลดความเสี่ยงของ ไข้หวัด
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง แผลเรื้อรัง
บรรเทาอาการของ ไข้เลือดออก
สำหรับผู้ป่วยที่มีอาการ แผลในกระเพาะอาหาร
สำหรับผู้ป่วยที่มีอาการ ปวดศีรษะ
รักษาและป้องกัน อาการเวียนศีรษะ
ใช้ในการบำบัด ความดันโลหิตสูง
รักษาอาการ ตาแดง
รักษาและป้องกัน ติดเชื้อทางเดินหายใจ
รักษาและป้องกัน ท้องเสีย
ใช้สำหรับรักษา ท้องผูก
รักษาและป้องกัน ตาแดง
ช่วยลดความเสี่ยงของ การติดเชื้อในระบบทางเดินปัสสาวะ
ใช้เมื่อมีอาการ เบาหวาน
ช่วยลดความเสี่ยงของ ตาแดง
รักษาและป้องกัน แผลในกระเพาะอาหาร
บรรเทาอาการของ ปวดข้อ
บรรเทาอาการของ คลื่นไส้อาเจียน
ใช้ในการบำบัด เจ็บคอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ติดเชื้อทางเดินหายใจ
รักษาและป้องกัน โรคกระเพาะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง โรคหืด
รักษาและป้องกัน โรคหืด
ป้องกันการเกิด สิว
ช่วยลดความเสี่ยงของ ติดเชื้อแบคทีเรีย
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ความดันโลหิตสูง
บรรเทาอาการของ ท้องผูก
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง แผลในกระเพาะอาหาร
ป้องกันการเกิด เจ็บคอ
รักษาอาการ การติดเชื้อในระบบทางเดินปัสสาวะ
รักษาอาการ ปวดข้อ
ป้องกันการเกิด ไข้หวัด
ใช้เมื่อมีอาการ โรคหืด
สำหรับผู้ป่วยที่มีอาการ ติดเชื้อทางเดินหายใจ
สำหรับผู้ป่วยที่มีอาการ เบื่ออาหาร
ป้องกันการเกิด ไอ
ใช้สำหรับรักษา คลื่นไส้อาเจียน
ใช้เมื่อมีอาการ เหงือกอักเสบ
ป้องกันการเกิด โรคหืด
ใช้เมื่อมีอาการ โรคหืด
ป้องกันการเกิด คลื่นไส้อาเจียน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ปวดศีรษะ
บรรเทาอาการของ ไข้เลือดออก
ใช้สำหรับรักษา ฟันผุ
ใช้เมื่อมีอาการ ท้องเสีย
ใช้สำหรับรักษา การอักเสบ
ใช้เมื่อมีอาการ คลื่นไส้อาเจียน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง เบื่ออาหาร
ใช้ในการบำบัด ปวดข้อ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ไขมันในเลือดสูง
ใช้สำหรับรักษา ภูมิแพ้
รักษาและป้องกัน ภูมิแพ้
ใช้ในการบำบัด ไอ
ใช้ในการบำบัด แผลเรื้อรัง
ป้องกันการเกิด ท้องเสีย
ช่วยลดความเสี่ยงของ ท้องเสีย
ใช้เมื่อมีอาการ ท้องผูก
สำหรับผู้ป่วยที่มีอาการ อาการแพ้
ใช้เมื่อมีอาการ ความดันโลหิตสูง
ช่วยลดความเสี่ยงของ ภูมิแพ้
สำหรับผู้ป่วยที่มีอาการ อาการแพ้
บรรเทาอาการของ ปวดศีรษะ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง การติดเชื้อในระบบทางเดินปัสสาวะ
ช่วยลดความเสี่ยงของ ติดเชื้อทางเดินหายใจ
ใช้ในการบำบัด ไข้หวัด
บรรเทาอาการของ ไมเกรน
ช่วยลดความเสี่ยงของ ความดันโลหิตสูง
บรรเทาอาการของ ติดเชื้อทางเดินหายใจ
สำหรับผู้ป่วยที่มีอาการ สิว
ช่วยลดความเสี่ยงของ เบาหวาน
รักษาอาการ แผลเรื้อรัง
ใช้เมื่อมีอาการ แผลเรื้อรัง
ใช้สำหรับรักษา ปวดศีรษะ
ช่วยลดความเสี่ยงของ เหงือกอักเสบ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ท้องเสีย
ใช้เมื่อมีอาการ ติดเชื้อแบคทีเรีย
สำหรับผู้ป่วยที่มีอาการ เหงือกอักเสบ
ป้องกันการเกิด สิว
ป้องกันการเกิด คลื่นไส้อาเจียน
ใช้เมื่อมีอาการ แผลเรื้อรัง
ใช้ในการบำบัด ติดเชื้อแบคทีเรีย
ช่วยลดความเสี่ยงของ โรคกระเพาะ
รักษาอาการ ไมเกรน
ใช้เมื่อมีอาการ ติดเชื้อทางเดินหายใจ
บรรเทาอาการของ ท้องเสีย
ใช้เมื่อมีอาการ ไมเกรน
ป้องกันการเกิด ปวดข้อ
ใช้ในการบำบัด การอักเสบ
ป้องกันการเกิด ท้องผูก
ป้องกันการเกิด เจ็บคอ
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง แผลเรื้อรัง
รักษาและป้องกัน ตาแดง
ใช้สำหรับรักษา ไขมันในเลือดสูง
รักษาและป้องกัน การอักเสบ
รักษาอาการ ปวดข้อ
ช่วยลดความเสี่ยงของ การอักเสบ
ใช้ในการบำบัด การอักเสบ
ช่วยลดความเสี่ยงของ เบาหวาน
บรรเทาอาการของ ปวดศีรษะ
ใช้สำหรับรักษา แผลในกระเพาะอาหาร
ใช้เมื่อมีอาการ อาการแพ้
สำหรับผู้ป่วยที่มีอาการ ไข้เลือดออก
ป้องกันการเกิด อาการแพ้
สำหรับผู้ป่วยที่มีอาการ ท้องเสีย
ป้องกันการเกิด ฟันผุ
รักษาและป้องกัน เหงือกอักเสบ
บรรเทาอาการของ ภูมิแพ้
รักษาและป้องกัน ไขมันในเลือดสูง
ช่วยลดความเสี่ยงของ คลื่นไส้อาเจียน
เหมาะสำหรับผู้ที่มีปัญหาเรื่อง ฟันผุ
ช่วยลดความเสี่ยงของ แผลในกระเพาะอาหาร
สำหรับผู้ป่วยที่มีอาการ อาการเวียนศีรษะ
รักษาและป้องกัน ไมเกรน
ใช้ในการบำบัด ติดเชื้อแบคทีเรีย
บรรเทาอาการของ ฟันผุ
บรรเทาอาการของ แผลในกระเพาะอาหาร
ใช้ในการบำบัด ท้องเสีย
ป้องกันการเกิด ภูมิแพ้
ใช้สำหรับรักษา อาการแพ้
ใช้ในการบำบัด ไมเกรน
สำหรับผู้ป่วยที่มีอาการ การอักเสบ
